1576756800,140.0,140.0,126.6,128.2,2.69,22
1576800000,128.3,128.5,126.0,127.39,7.31643046,29
1576843200,128.0,129.0,127.45,128.22,65.21653359,59
1576886400,127.9,127.9,127.19,127.38,32.18260039,38
1576929600,127.44,127.55,126.91,126.91,10.20513016,11
1576972800,126.51,130.0,126.51,129.27,7.58928858,6
1577016000,129.18,133.23,129.15,131.99,52.96868582,28
1577059200,132.58,134.06,131.2,133.0,95.19500939,26
1577102400,133.6,133.6,126.87,127.75,48.86145304,70
1577145600,127.65,128.52,126.73,128.52,113.76843359,186
1577188800,128.71,128.97,127.31,127.91,15.24917983,19
1577232000,126.87,126.87,124.52,124.52,8.01890621,11
1577275200,125.23,126.1,123.86,125.49,99.42950029,53
1577318400,125.1,133.43,124.91,124.94,46.61705845,14
1577361600,125.2,131.29,124.54,124.54,48.92668958,48
1577404800,125.44,126.2,124.3,124.67,242.38281904,145
1577448000,123.47,126.23,123.47,126.18,68.62921144,46
1577491200,127.06,128.4,127.06,127.51,39.21348803,19
1577534400,127.58,129.65,127.58,129.0,8.93090994,8
1577577600,128.0,137.78,128.0,137.78,107.77989776,18
1577620800,129.8,136.9,129.8,135.28,68.91666388,49
1577664000,133.63,134.62,133.38,133.45,35.547366,18
1577707200,131.58,132.11,130.28,132.11,314.74135676,152
1577750400,131.68,137.66,131.22,132.0,63.63451748,16
1577793600,131.65,133.03,128.66,128.66,58.88380347,37
1577836800,130.28,131.15,130.28,131.15,3.89402404,3
1577880000,130.59,130.59,130.59,130.59,1.86195251,1
1577923200,130.5,130.5,129.63,129.85,45.06451982,21
1577966400,129.64,129.79,126.69,127.24,266.51252131,33
1578009600,126.38,132.89,126.38,132.54,75.41741254,36
1578052800,132.66,134.4,131.75,133.86,63.29787529,50
1578096000,134.12,134.19,133.82,133.82,9.18376405,4
1578139200,133.52,135.24,132.95,134.5,35.32281886,14
1578182400,136.16,136.61,135.1,135.11,51.14361633,23
1578225600,135.66,137.91,116.77,135.24,353.69409441,74
1578268800,135.02,141.81,135.02,141.81,309.61132441,45
1578312000,141.73,144.39,140.69,144.39,92.09884401,51
1578355200,144.86,144.87,142.7,143.77,41.56118989,48
1578398400,142.01,143.79,139.17,143.39,377.20366755,85
1578441600,144.33,147.0,143.0,143.77,134.08877674,53
1578484800,143.5,143.5,135.01,135.02,52.01792897,21
1578528000,141.42,141.42,138.01,138.06,16.70444738,26
1578571200,138.74,138.77,136.1,137.52,46.43388001,43
1578614400,138.04,138.7,135.57,138.49,35.30172367,23
1578657600,138.71,144.58,137.56,143.84,114.85543535,74
1578700800,144.41,144.41,142.42,143.93,20.70713842,12
1578744000,142.58,146.74,142.46,143.01,29.00967488,19
1578787200,142.29,145.67,142.29,143.52,40.93594431,20
1578830400,143.26,145.14,143.26,144.63,16.95911182,14
1578873600,146.21,146.21,142.75,142.77,42.49623828,28
1578916800,142.67,143.08,141.94,141.94,13.67107589,11
1578960000,144.54,154.86,144.54,149.98,42.28991685,38
1579003200,152.0,169.19,135.0,166.22,325.13937445,181
1579046400,164.0,171.5,161.11,166.34,179.11568093,86
1579089600,166.09,166.62,161.89,165.41,57.04263489,37
1579132800,164.79,164.79,155.65,164.21,75.64826189,48
1579176000,160.9,164.35,160.9,164.35,9.94517551,11
1579219200,162.86,174.02,162.86,170.48,111.78335525,65
1579262400,168.1,173.76,166.0,171.57,55.69512454,53
1579305600,170.79,172.13,168.38,168.96,132.27986048,23
1579348800,169.53,179.62,145.09,175.61,287.205844,145
1579392000,173.97,177.39,164.88,166.75,128.67981062,72
1579435200,165.06,167.11,163.11,167.11,27.55577253,24
1579478400,165.12,165.68,165.0,165.61,17.76376676,10
1579521600,163.02,169.03,163.02,167.32,148.24492183,107
1579564800,167.0,168.52,166.56,168.52,33.91162429,21
1579608000,167.66,169.73,165.06,169.73,107.90032123,43
1579651200,168.82,171.25,167.88,167.88,27.60311615,12
1579694400,167.06,167.95,164.62,167.95,27.98663334,12
1579737600,167.92,167.92,163.37,163.61,115.58391114,30
1579780800,162.22,163.42,159.71,162.68,149.4232951,77
1579824000,160.73,160.73,155.71,158.97,89.23746185,58
1579867200,160.94,163.79,160.48,163.79,10.45897189,15
1579910400,159.61,160.07,158.49,159.9,7.46442024,18
1579953600,159.37,162.0,159.37,162.0,14.68550444,12
1579996800,160.53,163.05,160.52,163.05,6.42617105,6
1580040000,163.6,167.69,163.29,167.6,328.16603262,56
1580083200,169.2,169.41,167.02,167.02,10.09129538,8
1580126400,169.5,171.88,169.5,171.33,14.61189427,9
1580169600,173.5,173.5,171.57,173.03,19.16453314,16
1580212800,172.24,176.0,169.32,176.0,276.03423115,125
1580256000,176.7,180.99,175.07,175.62,315.86269162,148
1580299200,175.05,176.66,175.0,175.0,15.13517522,15
1580342400,173.46,176.16,171.2,175.41,26.86917802,23
1580385600,176.51,184.8,175.13,184.38,127.82034844,50
1580428800,185.04,187.06,179.89,183.92,215.23709369,53
1580472000,180.66,181.29,175.51,180.0,152.74248796,92
1580515200,182.51,183.94,181.8,183.94,6.78327801,8
1580558400,181.84,183.85,181.14,183.1,46.82238454,13
1580601600,181.72,191.34,180.01,191.34,106.88931582,56
1580644800,192.0,192.61,185.18,188.89,57.15239327,77
1580688000,188.16,193.98,188.13,189.97,74.5668322,40
1580731200,190.31,192.5,185.04,188.99,215.08036607,57
1580774400,190.94,190.94,185.01,187.65,20.84517724,22
1580817600,187.0,188.97,185.29,188.43,78.47412734,39
1580860800,189.45,195.84,189.45,195.84,61.28354412,20
1580904000,197.48,204.8,196.97,204.18,194.4835995,123
1580947200,203.7,210.67,202.09,210.1,49.26089518,26
1580990400,212.73,216.51,207.54,213.4,308.5197481,119
1581033600,215.9,225.0,215.52,220.44,215.62926205,91
1581076800,220.07,223.51,218.0,223.51,274.57247082,86
1581120000,223.57,227.92,215.25,225.14,103.87595864,65
1581163200,226.08,228.87,195.11,224.33,315.51534585,76
1581206400,223.91,229.21,223.91,228.06,132.23976689,80
1581249600,227.07,227.96,220.16,226.59,306.32207793,93
1581292800,229.0,229.0,216.61,218.15,143.86241265,119
